16470002,Amphiphysin/AMPH
29350002,HOXA10
29360002,HOXA3
29370002,HOXA5
29400002,mes-4
29420002,met-1
29430002,tag-192
29450002,him-17
29460002,gak-1
29470002,REC8
29490002,coh-1
29510002,scc-1
29530002,KNL-2
29540002,hcp-3
29560002,EPC1
29570002,LIN-13
29590002,LIN-61
29610002,tbp-1
29640002,gfl-1
29680002,Chk1
29690002,cIAP-1/HIAP-2
29700002,cIAP-2/HIAP-1
29720002,Dystonin
29770002,CCNDBP1
29780002,GATA-2
29790002,IGFBP-rp1/IGFBP-7
29800002,IL-10 R beta
29810002,IL-12 R beta 2
29830002,JMJD1C
29840002,Plastin L
29850002,SLP-76/LCP2
29880002,MSX1
29900002,Serpin G1/C1 Inhibitor
29920002,SOCS-2
29930002,SOX2
29940002,TFF3
29950002,XIAP
29960002,Aurora B
29990002,CD5
30000002,Jagged 2
30010002,ME3
30030002,MEST
30070002,ZNF711
30080002,EPCR
30090002,Nestin
30150002,ANKRD6
30160002,Annexin V
30170002,PPM1H
30180002,ARHGAP22
30190002,ATPase Na+/K+ beta 3
30220002,BAALC
30230002,BAT3/BAG6
30240002,BATF
30250002,ABCG2/CD338
30260002,CACNB2
30290002,eNOS
30300002,ERG
30310002,Exostosin-like 2/EXTL2
30340002,IRF1
30350002,ISYNA1
30360002,TCF4
30370002,Neuropilin-1
30380002,Nucleoporin p62
30390002,Melanotransferrin/CD228/MFI2
30400002,CA125/MUC16
30430002,IL-1ra/IL-1F3/IL1RN
30450002,Angiopoietin-1
30470002,Lactoferrin
30500002,FBXW7/Cdc4
30510002,Otx2
30520002,PACAP/ADCYAP1
30540002,PAWR / PAR4
30550002,Pbx3
30560002,PDZD2/PDZK3
30570002,PEPP2
30580002,6 Phosphofructo 2 Kinase
30590002,TGIF1
30600002,TGF beta induced factor 2
30610002,THSD1
30630002,TOB2
30640002,TDRD7
30660002,TXNL1
30680002,WDR1
30690002,WTAP
30710002,TBX18
30720002,TARBP1
30750002,Desmoglein-2
30760002,EFHC1
30770002,VE-Statin/EGFL7
30780002,EHD2
30790002,Fibrillin 1
30810002,FHL1
30820002,TNIP2
30850002,SIPA1
30880002,Staufen
30890002,STAU2
30900002,LOK
30910002,SV2A
30920002,Transgelin/TAGLN/SM22 alpha
30930002,TFPI
30940002,HIC5/TGFB1I1
30950002,Beta Ig-h3/TGFBI
30970002,DEPTOR/DEPDC6
31080002,DPPA4
31100002,Casein Kinase 2 alpha
31110002,ABCF2
31120002,ABCG2/CD338
31170002,FALDH
31180002,ARMCX1
31190002,ALPPL2
31220002,Caspase-7
31230002,ARAP1
31240002,Chordin
31250002,Claudin-12
31270002,CLGN
31280002,CMAH
31290002,CPA3
31390002,Endorepellin/Perlecan/Heparan Sulfate Proteoglycan
31410002,Follistatin-like 1/FSTL1
31430002,GCLM
31480002,Complement Factor H-related 1/CFHR1/CFHL1
31490002,HLF
31530002,ITM2C
31540002,KDEL
31580002,LYPD1
31590002,MAP7
31600002,Midkine
31620002,MGMT
31700002,EGF R/ErbB1
31780002,EGF R/ErbB1
31790002,EGF R/ErbB1
32140002,LIN-28A
32150002,Neprilysin-2/MMEL1
32160002,MARCKS like protein
32170002,Msx2/Hox8
32180002,Myosin light chain kinase
32190002,MYO5C
32200002,NAIP
32210002,NAP1L3
32240002,Natriuretic Peptide Receptor C
32260002,RIP140
32280002,PHF16
32290002,PHYH
32500002,PSCA
32520002,RAB7L1
32540002,Reelin
32550002,SCHIP1
32560002,Syndecan-1/CD138
32570002,SPINK2
32580002,CRIPTO
32620002,CLIC1
32640002,NCAM-1/CD56
32660002,LAPTM5
32680002,alpha 1-Acid Glycoprotein
32690002,L-Selectin/CD62L
32700002,Von Willebrand Factor
32710002,Transthyretin/Prealbumin
32720002,S100A1
32830002,Prostatic Acid Phosphatase/ACPP
32900002,Aldolase B
32910002,Aldolase C
32920002,Alkaline Phosphatase, Tissue Non-Specific
32990002,Complement C7
33030002,CCL4/MIP-1 beta
33050002,Chromogranin A
33070002,APOJ / Clusterin
33080002,M-CSF
33090002,GM-CSF
33110002,Cystatin C
33120002,Cystatin A
33140002,CXCL5
33180002,Enolase 2/Neuron-specific Enolase
33190002,Factor XIIIa
33200002,Factor XIII
33250002,Follistatin
33280002,Gastrin peptide
33290002,Geminin
33300002,Glucose 6 phosphate isomerase
33310002,IFN-alpha/beta R1
33350002,IL-12 p70/IL-12A
33370002,IL-1 alpha/IL-1F1
33380002,CD25/IL-2 R alpha
33390002,IL-5
33400002,IL-7
33420002,Inhibin alpha
33460002,INHBE
33470002,Kallikrein 11
33500002,Kallikrein 5
33510002,Kallikrein 6/Neurosin
33520002,Kallikrein 7
33530002,Lactalbumin
33570002,CD4
33580002,CD4
33600002,CD4a
33620002,Osteopontin/OPN
33630002,Osteopontin/OPN
33660002,CD117/c-kit
33690002,CD117/c-kit
33750002,VCAM-1/CD106
33760002,VCAM-1/CD106
33780002,VCAM-1/CD106
33790002,VCAM-1/CD106
33810002,E-Cadherin
33820002,pan Cadherin
33860002,NOV/CCN3
33870002,NOV/CCN3
33950002,alpha-Fetoprotein/AFP
33970002,alpha-Fetoprotein/AFP
33980002,alpha-Fetoprotein/AFP
33990002,alpha-Fetoprotein/AFP
34010002,VE-Cadherin
34020002,VE-Cadherin
34540002,Mesothelin
34550002,Mesothelin
34560002,Prostate Secretory Protein/PSP
34580002,Pappalysin-1/PAPP-A
34590002,PCAF
34600002,Pepsin
34630002,PON1
34640002,Prolactin
34650002,Coagulation Factor XIV/Protein C
34660002,PTH
34690002,S100B
34720002,Serpin A1/alpha 1-Antitrypsin
34730002,Serpin A5/Protein C Inhibitor
34750002,SPINK1
34770002,EGF R/ErbB1
34780002,EGF R/ErbB1
34830002,TNF-alpha
34840002,Osteoprotegerin/TNFRSF11B
34900002,CD30/TNFRSF8
34940002,VIP
34950002,Vitronectin
34960002,ALCAM/CD166
34970002,MS4A1/CD20
34980002,Dystrobrevin beta
34990002,UBR5/EDD
35000002,CD168
35060002,Bad
35070002,Caspase-9
35080002,Placental Lactogen/CSH1
35090002,CDP/CUTL1
35100002,Elk-1
35140002,Growth Hormone R
35160002,JNK1
35170002,IkB-alpha
35180002,p75NTR/NGF Receptor
35320002,MAMDC4
35330002,Aggrecan
35340002,Absent in melanoma 1
35350002,AKAP12
35370002,AKAP6
35430002,ALDH4A1
35440002,SUMO2
35450002,AMFR/gp78
35460002,Beta 2 Adaptin
35480002,ARFGEF2
35490002,ARNT/HIF-1 beta
35530002,MRG-1
35550002,MIS12
35670002,BAP1
35680002,BAT2
35690002,MEPCE
35720002,Biglycan
35740002,Cadherin-20
35750002,SCUBE2
35780002,MS4A7
35790002,CHL-1/L1CAM-2
35800002,Capicua
35810002,CLCN3
35820002,Calsyntenin-2
35830002,XIRP1
35850002,Contactin-3
35870002,Contactin-6
35890002,CSMD3
35910002,CDP/CUTL1
35940002,CMC2
35950002,DCK
36130002,ECT2
36140002,EPH Receptor A3
36150002,EphB6
36170002,Endocan/ESM-1
36190002,Factor VIII
36200002,Fibrillin 2
36210002,FGD4
36230002,Filamin A
36240002,Filamin B
36260002,FMR1NB
36330002,GRID1
36340002,NMDAR2D
36350002,mGluR1
36360002,KALRN
36440002,HDLBP
36460002,WNK1
36470002,ICAM-5
36490002,IGSF22
36510002,FCRL5/FcRH5/IRTA2
36520002,Integrin alpha E/CD103
36530002,ITIH5L
36540002,Keap1
36550002,KPNA5
36790002,PAR1/Thrombin Receptor
36810002,Myosin 18B
36820002,NAV3
36860002,Netrin G2
36880002,OXCT1
36890002,PAK5
36950002,EGF R/ErbB1
36980002,Protocadherin alpha-9
36990002,PCDHB15
37000002,PDCD11
37010002,PDCL
37070002,PKNOX1
37150002,PTPRD
37160002,PTP sigma/PTPRS
37180002,RAB9A
37210002,RASAL2
37430002,RP9
37450002,RUNX1T1/ETO
37470002,SCN3B
37490002,SEMA3D
37510002,CD55/DAF
37530002,Trappin-2/Elafin/Skalp
37570002,FRMD3
37580002,LMTK2
37600002,CPNE3
37610002,Cadherin-13
38120002,VEPH1
38140002,ZFPM1
38150002,TDRD6
38160002,Tectorin alpha
38180002,PHLPP2
38190002,Thrombospondin-3
38230002,RASGRF2
38240002,RFC4
38260002,RGL1
38280002,ABCA3
38520002,ama-1
38530002,lmn-1
38560002,dpy-21
38570002,mes-2
38580002,mes-3
38610002,LIN-15B
38620002,HPL-1
38630002,HPL-2
38640002,LET-418
38660002,hda-1
38690002,hmg-3
38700002,NASP
38710002,LIN-53
38720002,him-5
40280002,Bre1
40300002,Piwi
40310002,SMC5
40320002,SPT16
40340002,Su(var)3-9
40360002,NURF301
40390002,SMC3
40420002,Vig
40460002,Vig2, isoform B
40580002,Melatonin R1B/MT2/MTNR1B
40600002,Lysine (K)-specific Demethylase 4A/KDM4A/JMJD2A
40620002,Nucleosome assembly protein 1
40630002,Wds
40650002,CG10630
40770002,CD44
40780002,CD44
40790002,CD44
40800002,CD44
40810002,CD44
40820002,CD44
40840002,CD44
40850002,CD44
40860002,EGF R/ErbB1
40910002,BRCA1
40920002,BRCA1
40930002,BRCA1
40940002,BRCA1
40950002,BRCA1
40980002,BRCA1
41180002,BRCA2
41190002,BRCA2
41200002,BRCA2
41210002,BRCA2
41220002,BRCA2
41250002,BRCA2
41270002,BRCA2
41280002,BRCA2
41290002,BRCA2
41310002,BRCA2
41320002,BRCA2
41340002,MDM2/HDM2
41350002,MDM2/HDM2
41360002,MDM2/HDM2
41370002,MDM2/HDM2
41420002,MDM2/HDM2
41450002,Kallikrein 3/PSA
41460002,Kallikrein 3/PSA
41530002,Fibronectin/Anastellin
41540002,Fibronectin/Anastellin
41570002,Fibronectin/Anastellin
41590002,Fibronectin/Anastellin
41600002,Fibronectin/Anastellin
41610002,Fibronectin/Anastellin
41620002,Fibronectin/Anastellin
41660002,Tenascin C
41680002,Tenascin C
41700002,Tenascin C
41710002,Tenascin C
41720002,Tenascin C
41730002,Tenascin C
41800002,met-1
41810002,tag-192
41820002,set-2
41880002,MIS12
41910002,LIN-13
41970002,SUN1
41980002,him-8
42000002,NDC80
42080002,CED-5
42090002,CED-2
42100002,CED-10
42110002,Hmp-1
42120002,GADR-1
42130002,C48D1.1b
42140002,GADR-2
42160002,GADR-5
42170002,MRCK-1
42180002,UNC-73
42200002,arx-1
42210002,ARX-5
42220002,Mom-5
42690002,cip98a
42700002,cip98b
42710002,GPR98
42720002,clarin 1
43020002,gak-1
43040002,GADR-4
43060002,sdc-2
43180002,Aminopeptidase A/ENPEP
43190002,IL-5 R alpha/CD125
43200002,STRA6
43210002,UVRAG
43220002,EN-RAGE/S100A12
43250002,rsd-6
43460002,IL-15 R alpha
43470002,TRPV6
43480002,TCIRG1
43490002,IL-17 RA/IL-17 R
43620002,LRRFIP2
43640002,MARVELD2
43770002,TROP-2
43780002,IFIT1
43810002,PATZ
43880002,PDLIM2
43890002,CALHM1
43900002,AIM2
43910002,Leupaxin
44060002,BAF-1
44070002,CDKAL1
44080002,AIP/ARA9
44100002,CEP290
44110002,FMN1
44230002,ZNF331
44240002,PTGFRN
44250002,Speedy/Ringo
44260002,PKD2L1
44320002,STING/TMEM173/MPYS
44420002,ABCB5
44430002,Npas4
44440002,WDFY3
44450002,RGC32
44460002,WDR11
44520002,Pcl
44580002,ACF1
44590002,Iswi
44600002,Su(var)3-7
44620002,HDAC1
44690002,LSD1
44710002,pr-set7
44720002,vtd
44790002,DSCC1
44810002,SLC30A8/ZNT8
44820002,R-Spondin 1
44830002,BCAP/PIK3AP1
44870002,PDCD5
44880002,GCM2
44890002,LCLAT1
44910002,ORAOV1
44950002,dpl-1
44960002,EFL-1
45050002,lex-1
45060002,mys-3
45110002,DPY30
45120002,lmn-1
45140002,zfp-1
45150002,LIN-15B
45160002,lin-35
45170002,lin-37
45290002,ABCA8
45300002,ALDH3B1
45310002,GCN1L1
45320002,EphA10
45330002,CEP164
45340002,SRGAP2
45350002,C4.4A/LYPD3
45370002,IFIT3
45380002,ACP6
45460002,TMPRSS11E
45470002,MRPL41
45480002,PEX16
45490002,EPRS
45500002,SRFBP1
45530002,SPG8
45540002,NLRP7
45560002,EXOC2
45570002,CKAP2
45720002,Acyloxyacyl Hydrolase
45740002,NLRP5
45750002,KIAA1199
45760002,NPHP3
45790002,BST2
45800002,SCD5
45810002,NHP2
45820002,LIN-28B
45830002,TIN-Ag
45870002,STX11
45880002,MLL3
45890002,SP17
45940002,Mena
45990002,DOG1/TMEM16A
46010002,Protocadherin-15
46020002,PHD4/HIF Prolyl Hydroxylase 4
46030002,NELL2
46040002,PTPRB
46130002,Reg4
46140002,Ryanodine Receptor 1
46150002,Myosin VB
46160002,SUZ12
46170002,CYP27A1
46340002,PPP2R3A
46350002,BYSL
46370002,LIMD1
46420002,TAT
46460002,SON
46530002,STARD9
46540002,FRAS1 (Fraser syndrome 1)
46580002,HMGCR
46610002,KIFC3
46760002,Gastric Mucin
46770002,BRIC
46780002,DSPP
46790002,HIVEP2
47120002,Nexilin
47140002,ADP-Sugar Pyrophosphatase/NUDT5
47560002,HOXA4
47570002,HOXD10
48460002,capg-1
48500002,his-24
48530002,kle-2
48540002,lem-2
48580002,npp-13
48590002,npp-16
48610002,npp-9
48670002,tsn-1
48690002,hmg-3
48700002,lex-1
48710002,LIN-53
48720002,mys-3
48730002,mys-4
48740002,NASP
48750002,rba-1
48760002,scc-3
48770002,Y55F3AM.14
48890002,CHD3
48960002,LET-418
49030002,jmjd-2
49040002,T26A5.5
49070002,lin-54
49100002,mes-3
49120002,met-1
49130002,MRG-1
49230002,rec-8
49270002,ZIM2
49290002,coh-3
49300002,wapl-1
49880002,CG1832
49940002,MBD-R2
49950002,JIL-1
50100002,ASH1
52980002,Mi-2
53030002,HP3
53040002,Heterochromatin protein 4, isoform B
53070002,HP1c
53210002,SMC5
53230002,capg-1
53250002,dpy-28
53290002,npp-13
53300002,npp-16
53320002,PQN-85
53330002,RPC-1
53470002,HIM-3
53490002,T09A5.8
BC100-494,PINK1
BC100-520,OS9
BC110-55295,Separase
BC110-55296,Separase
BC110-60477,PKHD1
BC110-60477AF405,PKHD1
BC110-60477AF488,PKHD1
BC110-60477AF647,PKHD1
BC110-60477AF700,PKHD1
BC110-60478,PKHD1
BC110-60478AF405,PKHD1
BC110-60478AF488,PKHD1
BC110-60478AF647,PKHD1
BC110-60478AF700,PKHD1
BC110-60479,PKHD1
BC110-60479AF405,PKHD1
BC110-60479AF488,PKHD1
BC110-60479AF647,PKHD1
BC110-60479AF700,PKHD1
BC110-60479H,PKHD1
BC110-60480,PKHD1
BC110-60480AF405,PKHD1
BC110-60480AF488,PKHD1
BC110-60480AF647,PKHD1
BC110-60480AF700,PKHD1
BM4041,CD163 (5C6-FAT)
DDX0001P,IFN-gamma (A6C5)
DDX0010A488-100,CLEC10A/CD301 (125A10.03)
DDX0010A546-100,CLEC10A/CD301 (125A10.03)
DDX0010A647-100,CLEC10A/CD301 (125A10.03)
DDX0010B-100,CLEC10A/CD301 (125A10.03)
DDX0010P-100,CLEC10A/CD301 (125A10.03)
DDX0011A488-100,CLEC10A/CD301 (121A5.01)
DDX0011A546-100,CLEC10A/CD301 (121A5.01)
DDX0011A647-100,CLEC10A/CD301 (121A5.01)
DDX0011B-100,CLEC10A/CD301 (121A5.01)
DDX0011P-100,CLEC10A/CD301 (121A5.01)
DDX0020A488-100,DEC-205/CD205 (NLDC-145)
DDX0020A546-100,DEC-205/CD205 (NLDC-145)
DDX0020B-100,DEC-205/CD205 (NLDC-145)
DDX0020P-100,DEC-205/CD205 (NLDC-145)
DDX0030A488-100,Basophils (212H6.16)
DDX0030A546-100,Basophils (212H6.16)
DDX0030A647-100,Basophils (212H6.16)
DDX0030B-100,Basophils (212H6.16)
DDX0030P-100,Basophils (212H6.16)
DDX0050P-100,Birch pollen Bet V1 (102H10.05)
DDX0051P-100,Birch pollen Bet V1 (110G10.01)
DDX0052P-100,Birch pollen Bet V1 (202B8.03)
